"","Item.Code","X.x","Conversion.Ratio","X.y","Date","Month.Year","Warehouse.Code","Customer.Code","Order.Number","Order.Line.Number","Units","Euros","TotalValue"
"227","802063-63",10667,0.022,374226,"16/2/2021","Feb-21",3403434,"5002915-15",21008835,17,20,12.51,250.2
"228","802063-63",10667,0.022,1177329,"26/5/2021","May-21",3403434,"5029913-13",21034813,2,560,453.26,253825.6
"229","802063-63",10667,0.022,2534248,"13/10/2021","Oct-21",3403434,"5003451-51",21086094,15,40,24.92,996.8
"230","802063-63",10667,0.022,724943,"30/3/2021","Mar-21",3403434,"5003474-74",21020633,21,20,12.46,249.2
"231","802063-63",10667,0.022,25397,"8/1/2021","Jan-21",3403434,"5003451-51",21000061,8,20,12.51,250.2
"232","802063-63",10667,0.022,2336205,"21/9/2021","Sep-21",3403434,"5494889-89",21083303,58,720,582.77,419594.4
"233","802063-63",10667,0.022,207980,"28/1/2021","Jan-21",3403434,"5029913-13",21004423,4,1120,878.19,983572.8
"234","802063-63",10667,0.022,833275,"14/4/2021","Apr-21",3403434,"5029913-13",21024753,4,560,453.26,253825.6
"235","802063-63",10667,0.022,208578,"28/1/2021","Jan-21",3403434,"5003451-51",21004566,14,20,12.51,250.2
"236","802063-63",10667,0.022,1581183,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,21,20,12.46,249.2
"237","802063-63",10667,0.022,1025699,"7/5/2021","Apr-21",3403434,"5003451-51",21030962,11,20,12.46,249.2
"238","802063-63",10667,0.022,1851887,"30/7/2021","Jul-21",3403434,"5397843-43",21055353,4,200,182.4,36480
"239","802063-63",10667,0.022,1299938,"8/6/2021","Jun-21",3403434,"5002915-15",21037066,31,20,12.46,249.2
"240","802063-63",10667,0.022,570402,"11/3/2021","Mar-21",3403434,"5003451-51",21013968,11,20,12.46,249.2
"241","802063-63",10667,0.022,397896,"18/2/2021","Feb-21",3403434,"5029913-13",21009087,4,1120,878.19,983572.8
"242","802063-63",10667,0.022,114392,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,25,40,25.02,1000.8
"243","802063-63",10667,0.022,2458336,"5/10/2021","Oct-21",3403434,"5494889-89",21084936,60,540,437.08,236023.2
"244","802063-63",10667,0.022,1220035,"31/5/2021","May-21",3403434,"5003451-51",21035518,13,20,12.46,249.2
"245","802063-63",10667,0.022,846645,"15/4/2021","Apr-21",3403434,"5003474-74",21024966,3,20,12.46,249.2
"246","802063-63",10667,0.022,2533077,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,49,40,24.92,996.8
"247","802064-64",10669,0.0184,2088129,"25/8/2021","Aug-21",3403434,"5293132-32",21078778,13,20,12.46,249.2
"248","802064-64",10669,0.0184,1165078,"25/5/2021","May-21",3403434,"9066250-50",21022057,12,720,582.77,419594.4
"249","802064-64",10669,0.0184,208579,"28/1/2021","Jan-21",3403434,"5003451-51",21004566,15,20,12.51,250.2
"250","802064-64",10669,0.0184,643368,"19/3/2021","Mar-21",3403434,"5293132-32",21017093,8,20,12.46,249.2
"251","802064-64",10669,0.0184,833283,"14/4/2021","Apr-21",3403434,"5029913-13",21024753,12,1120,906.53,1015313.6
"252","802064-64",10669,0.0184,1299939,"8/6/2021","Jun-21",3403434,"5002915-15",21037066,32,20,12.46,249.2
"253","802064-64",10669,0.0184,724932,"30/3/2021","Mar-21",3403434,"5003474-74",21020633,8,20,12.46,249.2
"254","802064-64",10669,0.0184,207988,"28/1/2021","Jan-21",3403434,"5029913-13",21004423,11,1000,784.1,784100
"255","802064-64",10669,0.0184,2458287,"5/10/2021","Oct-21",3403434,"5494889-89",21084936,10,580,469.45,272281
"256","802064-64",10669,0.0184,1014121,"6/5/2021","Apr-21",3403434,"5029913-13",21030373,6,1120,906.53,1015313.6
"257","802064-64",10669,0.0184,444408,"24/2/2021","Feb-21",3403434,"5003451-51",21010443,13,20,12.51,250.2
"258","802064-64",10669,0.0184,2523309,"12/10/2021","Oct-21",3403434,"5003476-76",21086059,2,40,24.92,996.8
"259","802064-64",10669,0.0184,2669986,"28/10/2021","Oct-21",3403434,"5397843-43",21089497,72,200,182.4,36480
"260","802064-64",10669,0.0184,547364,"9/3/2021","Mar-21",3403434,"5003474-74",21012886,10,60,37.38,2242.8
"261","802064-64",10669,0.0184,1349435,"11/6/2021","Jun-21",3403434,"5003476-76",21037588,33,20,12.46,249.2
"262","802064-64",10669,0.0184,607611,"16/3/2021","Mar-21",3403434,"5003476-76",21015125,11,20,12.46,249.2
"263","802064-64",10669,0.0184,1581184,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,22,20,12.46,249.2
"264","802064-64",10669,0.0184,22946,"8/1/2021","Jan-21",3403434,"5029913-13",20258208,4,1120,878.19,983572.8
"265","802064-64",10669,0.0184,2533445,"13/10/2021","Oct-21",3403434,"5029913-13",21086746,4,1120,906.53,1015313.6
"266","802064-64",10669,0.0184,1206823,"28/5/2021","May-21",3403434,"5029913-13",21034769,12,1120,906.53,1015313.6
"267","802064-64",10669,0.0184,1610026,"7/7/2021","Jul-21",3403434,"5029913-13",21040111,14,2240,1813.06,4061254.4
"268","802064-64",10669,0.0184,207987,"28/1/2021","Jan-21",3403434,"5029913-13",21004423,11,120,94.09,11290.8
"269","802064-64",10669,0.0184,1509041,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,24,20,12.46,249.2
"270","802064-64",10669,0.0184,920198,"23/4/2021","Apr-21",3403434,"5003451-51",21027201,9,20,12.46,249.2
"271","802064-64",10669,0.0184,2259723,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,20,20,11.84,236.8
"272","802064-64",10669,0.0184,1552293,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,21,20,12.46,249.2
"273","802064-64",10669,0.0184,1893756,"4/8/2021","Aug-21",3403434,"5029913-13",21040143,12,2240,1813.06,4061254.4
"274","802064-64",10669,0.0184,895944,"21/4/2021","Apr-21",3403434,"5003476-76",21026063,32,20,12.46,249.2
"275","802064-64",10669,0.0184,441977,"24/2/2021","Feb-21",3403434,"5029913-13",21010299,10,1120,878.19,983572.8
"276","802064-64",10669,0.0184,570403,"11/3/2021","Mar-21",3403434,"5003451-51",21013968,12,20,12.46,249.2
"277","802064-64",10669,0.0184,114393,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,26,20,12.51,250.2
"278","802064-64",10669,0.0184,1851885,"30/7/2021","Jul-21",3403434,"5397843-43",21055353,2,240,218.88,52531.2
"279","802064-64",10669,0.0184,464462,"26/2/2021","Feb-21",3403434,"5003269-69",21010698,16,20,12.51,250.2
"280","802064-64",10669,0.0184,1524723,"29/6/2021","Jun-21",3403434,"5397843-43",21042466,2,100,91.2,9120
"281","802064-64",10669,0.0184,965585,"29/4/2021","Apr-21",3403434,"5003474-74",21028855,19,40,24.92,996.8
"282","802064-64",10669,0.0184,792862,"8/4/2021","Apr-21",3403434,"5397843-43",21023760,3,200,182.4,36480
"283","802064-64",10669,0.0184,1816530,"27/7/2021","Jul-21",3403434,"5003451-51",21057087,8,20,12.46,249.2
"284","802064-64",10669,0.0184,1220036,"31/5/2021","May-21",3403434,"5003451-51",21035518,14,20,12.46,249.2
"285","802064-64",10669,0.0184,2421990,"30/9/2021","Sep-21",3403434,"5003474-74",21083937,12,20,12.46,249.2
"286","802064-64",10669,0.0184,1047402,"11/5/2021","May-21",3403434,"5002915-15",21031660,26,40,24.92,996.8
"287","802064-64",10669,0.0184,2398399,"28/9/2021","Sep-21",3403434,"5494889-89",21084026,10,360,291.38,104896.8
"288","802064-64",10669,0.0184,735503,"31/3/2021","Mar-21",3403434,"5003451-51",21021247,9,20,12.46,249.2
"289","802064-64",10669,0.0184,2534249,"13/10/2021","Oct-21",3403434,"5003451-51",21086094,16,40,24.92,996.8
"290","802064-64",10669,0.0184,25398,"8/1/2021","Jan-21",3403434,"5003451-51",21000061,9,20,12.51,250.2
"291","802064-64",10669,0.0184,1577900,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,24,60,37.38,2242.8
"292","802064-64",10669,0.0184,1581068,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,20,60,37.38,2242.8
"293","802064-64",10669,0.0184,618692,"17/3/2021","Mar-21",3403434,"5002915-15",21016274,8,40,24.92,996.8
"294","802064-64",10669,0.0184,374227,"16/2/2021","Feb-21",3403434,"5002915-15",21008835,18,20,12.51,250.2
"295","802064-64",10669,0.0184,746800,"1/4/2021","Mar-21",3403434,"5029913-13",21022127,12,1120,906.53,1015313.6
"296","802064-64",10669,0.0184,1417635,"17/6/2021","Jun-21",3403434,"5029913-13",21038785,5,1120,906.53,1015313.6
"297","802064-64",10669,0.0184,2336161,"21/9/2021","Sep-21",3403434,"5494889-89",21083303,10,440,356.14,156701.6
"298","802064-64",10669,0.0184,2533076,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,48,40,24.92,996.8
"299","802065-65",10671,0.022,832564,"14/4/2021","Apr-21",3403434,"5002915-15",21024808,17,20,12.46,249.2
"300","802065-65",10671,0.022,2523310,"12/10/2021","Oct-21",3403434,"5003476-76",21086059,3,40,24.92,996.8
"301","802065-65",10671,0.022,2669997,"28/10/2021","Oct-21",3403434,"5397843-43",21089497,84,80,72.96,5836.8
"302","802065-65",10671,0.022,2421991,"30/9/2021","Sep-21",3403434,"5003474-74",21083937,13,20,12.46,249.2
"303","802065-65",10671,0.022,895934,"21/4/2021","Apr-21",3403434,"5003476-76",21026063,21,20,12.46,249.2
"304","802065-65",10671,0.022,570404,"11/3/2021","Mar-21",3403434,"5003451-51",21013968,13,20,12.46,249.2
"305","802065-65",10671,0.022,1299937,"8/6/2021","Jun-21",3403434,"5002915-15",21037066,30,20,12.46,249.2
"306","802065-65",10671,0.022,1509042,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,25,20,12.46,249.2
"307","802065-65",10671,0.022,1851894,"30/7/2021","Jul-21",3403434,"5397843-43",21055353,11,120,109.44,13132.8
"308","802065-65",10671,0.022,114387,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,20,20,12.51,250.2
"309","802065-65",10671,0.022,1577901,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,25,40,24.92,996.8
"310","802065-65",10671,0.022,792861,"8/4/2021","Apr-21",3403434,"5397843-43",21023760,2,200,182.4,36480
"311","802070-70",10675,0.04,1219484,"31/5/2021","May-21",3403434,"5293132-32",21035554,16,20,24.73,494.6
"312","802070-70",10675,0.04,1107856,"18/5/2021","May-21",3403434,"5003451-51",21033036,11,20,24.73,494.6
"313","802070-70",10675,0.04,274060,"4/2/2021","Jan-21",3403434,"5003451-51",21006216,12,20,24.82,496.4
"314","802070-70",10675,0.04,39899,"11/1/2021","Jan-21",3403434,"5293132-32",21000301,11,20,24.82,496.4
"315","802070-70",10675,0.04,1577902,"5/7/2021","Jul-21",3403434,"5002915-15",21024956,26,60,74.18,4450.8
"316","802070-70",10675,0.04,2259724,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,21,20,23.49,469.8
"317","802070-70",10675,0.04,962958,"29/4/2021","Apr-21",3403434,"5003269-69",21028868,8,20,24.73,494.6
"318","802070-70",10675,0.04,2421992,"30/9/2021","Sep-21",3403434,"5003474-74",21083937,14,20,24.73,494.6
"319","802070-70",10675,0.04,1581069,"5/7/2021","Jul-21",3403434,"5003476-76",21017027,21,60,74.18,4450.8
"320","802070-70",10675,0.04,1581185,"5/7/2021","Jul-21",3403434,"5003476-76",21017041,23,20,24.73,494.6
"321","802070-70",10675,0.04,1509043,"28/6/2021","Jun-21",3403434,"5002915-15",21024888,26,20,24.73,494.6
"322","802070-70",10675,0.04,832562,"14/4/2021","Apr-21",3403434,"5002915-15",21024808,15,20,24.73,494.6
"323","802070-70",10675,0.04,1552294,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,22,20,24.73,494.6
"324","802070-70",10675,0.04,1349423,"11/6/2021","Jun-21",3403434,"5003476-76",21037588,21,20,24.73,494.6
"325","802070-70",10675,0.04,2533075,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,47,20,24.73,494.6
"326","802070-70",10675,0.04,1165102,"25/5/2021","May-21",3403434,"9066250-50",21022057,35,160,256.98,41116.8
"327","802077-77",5798,0.019,1081953,"14/5/2021","May-21",3403434,"5003474-74",21032286,2,100,92.48,9248
"328","802077-77",5798,0.019,570405,"11/3/2021","Mar-21",3403434,"5003451-51",21013968,14,60,55.49,3329.4
"329","802077-77",5798,0.019,2180879,"3/9/2021","Aug-21",3403434,"5003476-76",21080959,1,200,175.72,35144
"330","802077-77",5798,0.019,2125554,"30/8/2021","Aug-21",3403434,"5003476-76",21079663,3,200,175.72,35144
"331","802077-77",5798,0.019,1206824,"28/5/2021","May-21",3403434,"5029913-13",21034769,13,2880,3642.34,10489939.2
"332","802077-77",5798,0.019,128664,"20/1/2021","Jan-21",3403434,"5029913-13",21002923,7,1280,1545.98,1978854.4
"333","802077-77",5798,0.019,792863,"8/4/2021","Apr-21",3403434,"5397843-43",21023760,4,300,427.5,128250
"334","802077-77",5798,0.019,1107857,"18/5/2021","May-21",3403434,"5003451-51",21033036,12,60,55.49,3329.4
"335","802077-77",5798,0.019,1552295,"1/7/2021","Jun-21",3403434,"5003474-74",21017001,23,20,17.57,351.4
"336","802077-77",5798,0.019,444409,"24/2/2021","Feb-21",3403434,"5003451-51",21010443,14,60,54.91,3294.6
"337","802077-77",5798,0.019,1144291,"21/5/2021","May-21",3403434,"5029913-13",21033917,5,1280,1618.82,2072089.6
"338","802077-77",5798,0.019,1299932,"8/6/2021","Jun-21",3403434,"5002915-15",21037066,25,60,55.49,3329.4
"339","802077-77",5798,0.019,2259800,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,100,40,0,0
"340","802077-77",5798,0.019,2088130,"25/8/2021","Aug-21",3403434,"5293132-32",21078778,14,20,17.57,351.4
"341","802077-77",5798,0.019,920199,"23/4/2021","Apr-21",3403434,"5003451-51",21027201,10,60,55.49,3329.4
"342","802077-77",5798,0.019,2421993,"30/9/2021","Sep-21",3403434,"5003474-74",21083937,15,40,36.99,1479.6
"343","802077-77",5798,0.019,2513155,"11/10/2021","Oct-21",3403434,"5334855-55",21008771,2,160,195.5555536,31288.888576
"344","802077-77",5798,0.019,2533100,"13/10/2021","Oct-21",3403434,"5002915-15",21086664,74,60,55.49,3329.4
"345","802077-77",5798,0.019,62079,"13/1/2021","Jan-21",3403434,"5029913-13",21000584,9,1280,1545.98,1978854.4
"346","802077-77",5798,0.019,374219,"16/2/2021","Feb-21",3403434,"5002915-15",21008835,10,20,18.3,366
"347","802077-77",5798,0.019,643602,"19/3/2021","Mar-21",3403434,"5003451-51",21016766,3,60,55.49,3329.4
"348","802077-77",5798,0.019,1610027,"7/7/2021","Jul-21",3403434,"5029913-13",21040111,15,1920,2428.22,4662182.4
"349","802077-77",5798,0.019,547366,"9/3/2021","Mar-21",3403434,"5003474-74",21012886,12,200,184.96,36992
"350","802077-77",5798,0.019,522187,"5/3/2021","Feb-21",3403434,"5397843-43",21012075,1,400,570,228000
"351","802077-77",5798,0.019,1014122,"6/5/2021","Apr-21",3403434,"5029913-13",21030373,7,1280,1618.82,2072089.6
"352","802077-77",5798,0.019,2409243,"29/9/2021","Sep-21",3403434,"5029913-13",21084150,3,320,404.7,129504
"353","802077-77",5798,0.019,1047399,"11/5/2021","May-21",3403434,"5002915-15",21031660,22,80,73.98,5918.4
"354","802077-77",5798,0.019,643369,"19/3/2021","Mar-21",3403434,"5293132-32",21017093,9,20,18.5,370
"355","802077-77",5798,0.019,208580,"28/1/2021","Jan-21",3403434,"5003451-51",21004566,16,80,73.22,5857.6
"356","802077-77",5798,0.019,2386881,"27/9/2021","Sep-21",3403434,"5003451-51",21083706,11,60,55.49,3329.4
"357","802077-77",5798,0.019,102485,"18/1/2021","Jan-21",3403434,"5003476-76",21001330,50,120,109.82,13178.4
"358","802077-77",5798,0.019,2336171,"21/9/2021","Sep-21",3403434,"5494889-89",21083303,20,1300,1644.11,2137343
"359","802077-77",5798,0.019,14490,"7/1/2021","Jan-21",3403434,"5397843-43",20258239,6,300,408.27,122481
"360","802077-77",5798,0.019,833284,"14/4/2021","Apr-21",3403434,"5029913-13",21024753,13,2880,3642.34,10489939.2
"361","802077-77",5798,0.019,823490,"13/4/2021","Apr-21",3403434,"5003269-69",21024558,16,20,18.5,370
"362","802077-77",5798,0.019,2534250,"13/10/2021","Oct-21",3403434,"5003451-51",21086094,17,120,110.98,13317.6
"363","802077-77",5798,0.019,102387,"18/1/2021","Jan-21",3403434,"5003451-51",21001785,17,80,73.22,5857.6
"364","802077-77",5798,0.019,363023,"15/2/2021","Feb-21",3403434,"5003451-51",21007784,6,60,54.91,3294.6
"365","802077-77",5798,0.019,512158,"4/3/2021","Feb-21",3403434,"5003451-51",21011938,3,20,18.3,366
"366","802077-77",5798,0.019,76178,"14/1/2021","Jan-21",3403434,"5003474-74",21000857,2,60,54.91,3294.6
"367","802077-77",5798,0.019,1417636,"17/6/2021","Jun-21",3403434,"5029913-13",21038785,6,960,1214.11,1165545.6
"368","802077-77",5798,0.019,2259725,"13/9/2021","Sep-21",3403434,"5293132-32",21080949,22,20,17.57,351.4
"369","802077-77",5798,0.019,25399,"8/1/2021","Jan-21",3403434,"5003451-51",21000061,10,100,91.52,9152
"370","802077-77",5798,0.019,1484929,"24/6/2021","Jun-21",3403434,"5029913-13",21039691,4,960,1214.11,1165545.6
"371","802077-77",5798,0.019,2669974,"28/10/2021","Oct-21",3403434,"5397843-43",21089497,60,1000,1425,1425000
"372","802077-77",5798,0.019,2533446,"13/10/2021","Oct-21",3403434,"5029913-13",21086746,5,640,809.41,518022.4
"373","802077-77",5798,0.019,735504,"31/3/2021","Mar-21",3403434,"5003451-51",21021247,10,100,92.48,9248
"374","802077-77",5798,0.019,1219470,"31/5/2021","May-21",3403434,"5293132-32",21035554,2,20,18.5,370
"375","802077-77",5798,0.019,1304264,"8/6/2021","Jun-21",3403434,"5003474-74",21037055,9,160,147.97,23675.2
"376","802077-77",5798,0.019,856926,"16/4/2021","Apr-21",3403434,"5397843-43",21025285,18,800,1060.16,848128
"377","802077-77",5798,0.019,1165096,"25/5/2021","May-21",3403434,"9066250-50",21022057,29,20,25.29,505.8
"378","802077-77",5798,0.019,1025700,"7/5/2021","Apr-21",3403434,"5003451-51",21030962,12,60,55.49,3329.4
"379","802077-77",5798,0.019,2165991,"2/9/2021","Aug-21",3403434,"5003474-74",21080584,9,160,140.58,22492.8
"380","802077-77",5798,0.019,207989,"28/1/2021","Jan-21",3403434,"5029913-13",21004423,12,1280,1545.98,1978854.4
"381","802077-77",5798,0.019,679404,"24/3/2021","Mar-21",3403434,"5029913-13",21018049,7,1280,1618.82,2072089.6
"382","802077-77",5798,0.019,2284820,"15/9/2021","Sep-21",3403434,"5029913-13",21082159,6,640,809.41,518022.4
"383","802077-77",5798,0.019,441978,"24/2/2021","Feb-21",3403434,"5029913-13",21010299,11,1280,1545.98,1978854.4
"384","802077-77",5798,0.019,1165093,"25/5/2021","May-21",3403434,"9066250-50",21022057,26,4120,5210.56,21467507.2
"385","802077-77",5798,0.019,1349342,"11/6/2021","Jun-21",3403434,"5003451-51",21037581,4,80,73.98,5918.4
"386","802077-77",5798,0.019,22947,"8/1/2021","Jan-21",3403434,"5029913-13",20258208,5,960,1159.49,1113110.4
"387","802077-77",5798,0.019,2359976,"23/9/2021","Sep-21",3403434,"5029913-13",21083282,3,640,809.41,518022.4
"388","802077-77",5798,0.019,274061,"4/2/2021","Jan-21",3403434,"5003451-51",21006216,13,20,18.3,366
"389","802077-77",5798,0.019,801501,"9/4/2021","Apr-21",3403434,"5029913-13",21023570,7,1600,2023.52,3237632
"390","802077-77",5798,0.019,397904,"18/2/2021","Feb-21",3403434,"5029913-13",21009087,12,2560,3091.97,7915443.2
"391","802077-77",5798,0.019,832559,"14/4/2021","Apr-21",3403434,"5002915-15",21024808,12,80,73.98,5918.4
"392","802077-77",5798,0.019,2598424,"20/10/2021","Oct-21",3403434,"5029913-13",21088284,4,320,404.7,129504
"393","802077-77",5798,0.019,619340,"17/3/2021","Mar-21",3403434,"5029913-13",21015794,10,2240,2832.93,6345763.2
"394","802077-77",5798,0.019,274151,"4/2/2021","Jan-21",3403434,"5003474-74",21006033,13,100,91.52,9152
"395","802077-77",5798,0.019,895954,"21/4/2021","Apr-21",3403434,"5003476-76",21026063,42,80,73.98,5918.4
"396","802077-77",5798,0.019,2398409,"28/9/2021","Sep-21",3403434,"5494889-89",21084026,21,800,1011.76,809408
"397","802077-77",5798,0.019,1552398,"1/7/2021","Jun-21",3403434,"5003474-74",21017024,14,1200,1054.32,1265184
"398","802077-77",5798,0.019,812352,"12/4/2021","Apr-21",3403434,"5003451-51",21024117,15,100,92.48,9248
"399","802077-77",5798,0.019,2458299,"5/10/2021","Oct-21",3403434,"5494889-89",21084936,22,920,1163.52,1070438.4
"400","802077-77",5798,0.019,618690,"17/3/2021","Mar-21",3403434,"5002915-15",21016274,6,60,55.49,3329.4
"401","802077-77",5798,0.019,965570,"29/4/2021","Apr-21",3403434,"5003474-74",21028855,4,160,147.97,23675.2
"402","802077-77",5798,0.019,546721,"9/3/2021","Mar-21",3403434,"5029913-13",21012651,7,320,404.7,129504
"403","802077-77",5798,0.019,1524725,"29/6/2021","Jun-21",3403434,"5397843-43",21042466,4,500,712.5,356250
"404","802077-77",5798,0.019,114380,"19/1/2021","Jan-21",3403434,"5002915-15",21002514,13,80,73.22,5857.6
"405","802077-77",5798,0.019,724933,"30/3/2021","Mar-21",3403434,"5003474-74",21020633,9,100,92.48,9248
"406","802077-77",5798,0.019,846648,"15/4/2021","Apr-21",3403434,"5003474-74",21024966,6,140,129.47,18125.8
"407","802077-77",5798,0.019,259859,"3/2/2021","Jan-21",3403434,"5029913-13",21005182,5,1280,1545.98,1978854.4
"408","802077-77",5798,0.019,115958,"19/1/2021","Jan-21",3403434,"5397843-43",21002928,15,200,285,57000
"409","802077-77",5798,0.019,2470814,"6/10/2021","Oct-21",3403434,"5029913-13",21085068,2,320,404.7,129504
"410","802077-77",5798,0.019,39900,"11/1/2021","Jan-21",3403434,"5293132-32",21000301,12,20,18.3,366
"411","802077-77",5798,0.019,2659340,"27/10/2021","Oct-21",3403434,"5029913-13",21089663,9,640,809.41,518022.4
"412","802077-77",5798,0.019,1893757,"4/8/2021","Aug-21",3403434,"5029913-13",21040143,13,1280,1618.82,2072089.6
"413","802077-77",5798,0.019,464463,"26/2/2021","Feb-21",3403434,"5003269-69",21010698,17,60,54.91,3294.6
