,Date,Month-Year,Warehouse Code,Customer Code,Order Number,Order Line Number,Item Code,Units,Euros
102472,18/1/2021,Jan-21,3403434,5003476-76,21001330,36,919266-66,20,6.15
102473,18/1/2021,Jan-21,3403434,5003476-76,21001330,37,943452-52,40,50.84
102474,18/1/2021,Jan-21,3403434,5003476-76,21001330,38,8794311-11,60,131.64
102475,18/1/2021,Jan-21,3403434,5003476-76,21001330,40,8695976-76,100,206.79
102476,18/1/2021,Jan-21,3403434,5003476-76,21001330,41,8128704-04,120,116.81
102477,18/1/2021,Jan-21,3403434,5003476-76,21001330,42,8128741-41,120,227.57
102478,18/1/2021,Jan-21,3403434,5003476-76,21001330,43,9649051-51,60,77.17
102479,18/1/2021,Jan-21,3403434,5003476-76,21001330,44,919289-89,40,45.6
102480,18/1/2021,Jan-21,3403434,5003476-76,21001330,45,8481541-41,60,96.84
102481,18/1/2021,Jan-21,3403434,5003476-76,21001330,46,9003561-61,60,61.13
102482,18/1/2021,Jan-21,3403434,5003476-76,21001330,47,887776-76,60,57.8
102483,18/1/2021,Jan-21,3403434,5003476-76,21001330,48,802078-78,100,91.52
102484,18/1/2021,Jan-21,3403434,5003476-76,21001330,49,8922912-12,40,51.45
102485,18/1/2021,Jan-21,3403434,5003476-76,21001330,50,802077-77,120,109.82
102486,18/1/2021,Jan-21,3403434,5003476-76,21001330,51,895956-56,60,62.04
102487,18/1/2021,Jan-21,3403434,5003476-76,21001330,52,902126-26,100,128.62
102488,18/1/2021,Jan-21,3403434,5003476-76,21001330,53,949898-98,60,57.8
102489,18/1/2021,Jan-21,3403434,5003476-76,21001330,54,8031256-56,40,27.64
102490,18/1/2021,Jan-21,3403434,5003476-76,21001330,55,830865-65,80,117.02
102491,18/1/2021,Jan-21,3403434,5003476-76,21001330,56,8308621-21,120,76.87
102492,18/1/2021,Jan-21,3403434,5003476-76,21001330,57,8308601-01,80,51.25
102493,18/1/2021,Jan-21,3403434,5003476-76,21001330,58,872725-25,40,25.62
102494,18/1/2021,Jan-21,3403434,5003476-76,21001330,59,872721-21,80,51.25
102495,18/1/2021,Jan-21,3403434,5003476-76,21001330,60,918526-26,40,25.62
102496,18/1/2021,Jan-21,3403434,5003476-76,21001330,61,802063-63,60,37.52
102497,18/1/2021,Jan-21,3403434,5003476-76,21001330,62,841360-60,72,81.35
102498,18/1/2021,Jan-21,3403434,5003476-76,21001330,63,926275-75,40,36.72
102499,18/1/2021,Jan-21,3403434,5003476-76,21001330,64,9373901-01,40,21.18
102500,18/1/2021,Jan-21,3403434,5003476-76,21001330,65,9262741-41,40,17.75
113855,19/1/2021,Jan-21,3403434,115-15,21000061,1,8507322-22,2,0
113856,19/1/2021,Jan-21,3403434,115-15,21000061,3,968422-22,1,0
113857,19/1/2021,Jan-21,3403434,115-15,21000061,4,8223161-61,2,0
113858,19/1/2021,Jan-21,3403434,115-15,21000061,5,942104-04,5,0
113859,19/1/2021,Jan-21,3403434,115-15,21000061,6,8922931-31,5,0
113860,19/1/2021,Jan-21,3403434,115-15,21000061,7,8932331-31,1,0
113861,19/1/2021,Jan-21,3403434,115-15,21000061,8,8418361-61,20,0
113862,19/1/2021,Jan-21,3403434,115-15,21000061,9,964800-00,10,0
113863,19/1/2021,Jan-21,3403434,115-15,21000061,10,8209022-22,5,0
113864,19/1/2021,Jan-21,3403434,115-15,21000061,11,802308-08,5,0
113865,19/1/2021,Jan-21,3403434,115-15,21000061,12,802305-05,5,0
113866,19/1/2021,Jan-21,3403434,115-15,21000061,13,918515-15,2,0
114363,19/1/2021,Jan-21,3403434,5002915-15,21002048,1,830622-22,510,701.1
114364,19/1/2021,Jan-21,3403434,5002915-15,21002048,2,952494-94,216,419.41
114365,19/1/2021,Jan-21,3403434,5002915-15,21002048,3,952530-30,260,438.44
114366,19/1/2021,Jan-21,3403434,5002915-15,21002048,4,918779-79,2,396.25
114367,19/1/2021,Jan-21,3403434,5002915-15,21002048,5,943832-32,5,0
114368,19/1/2021,Jan-21,3403434,5002915-15,21002514,1,8871292-92,20,25.72
114369,19/1/2021,Jan-21,3403434,5002915-15,21002514,2,897785-85,20,19.27
114370,19/1/2021,Jan-21,3403434,5002915-15,21002514,3,802078-78,40,36.61
114371,19/1/2021,Jan-21,3403434,5002915-15,21002514,4,992654-54,40,27.24
114372,19/1/2021,Jan-21,3403434,5002915-15,21002514,5,992657-57,40,32.28
114373,19/1/2021,Jan-21,3403434,5002915-15,21002514,6,992656-56,40,23.2
114374,19/1/2021,Jan-21,3403434,5002915-15,21002514,7,9262741-41,20,8.88
114375,19/1/2021,Jan-21,3403434,5002915-15,21002514,8,942047-47,20,17.05
114376,19/1/2021,Jan-21,3403434,5002915-15,21002514,9,9017582-82,24,12.95
114377,19/1/2021,Jan-21,3403434,5002915-15,21002514,10,8128741-41,40,75.86
114378,19/1/2021,Jan-21,3403434,5002915-15,21002514,11,918470-70,30,19.67
114379,19/1/2021,Jan-21,3403434,5002915-15,21002514,12,9003561-61,20,20.38
114380,19/1/2021,Jan-21,3403434,5002915-15,21002514,13,802077-77,80,73.22
114381,19/1/2021,Jan-21,3403434,5002915-15,21002514,14,902126-26,40,51.45
114382,19/1/2021,Jan-21,3403434,5002915-15,21002514,15,8022921-21,20,20.07
114383,19/1/2021,Jan-21,3403434,5002915-15,21002514,16,837394-94,20,20.38
114384,19/1/2021,Jan-21,3403434,5002915-15,21002514,17,992668-68,50,80.7
114385,19/1/2021,Jan-21,3403434,5002915-15,21002514,18,999916-16,60,77.17
114386,19/1/2021,Jan-21,3403434,5002915-15,21002514,19,8031246-46,20,13.82
114387,19/1/2021,Jan-21,3403434,5002915-15,21002514,20,802065-65,20,12.51
114388,19/1/2021,Jan-21,3403434,5002915-15,21002514,21,918463-63,40,45.6
114389,19/1/2021,Jan-21,3403434,5002915-15,21002514,22,900338-38,40,45.6
114390,19/1/2021,Jan-21,3403434,5002915-15,21002514,23,982898-98,60,169.47
114391,19/1/2021,Jan-21,3403434,5002915-15,21002514,24,8695976-76,40,82.72
114392,19/1/2021,Jan-21,3403434,5002915-15,21002514,25,802063-63,40,25.02
114393,19/1/2021,Jan-21,3403434,5002915-15,21002514,26,802064-64,20,12.51
114394,19/1/2021,Jan-21,3403434,5002915-15,21002514,27,8128704-04,60,58.4
114395,19/1/2021,Jan-21,3403434,5002915-15,21002514,28,8871631-31,60,103.19
114396,19/1/2021,Jan-21,3403434,5002915-15,21002514,29,967378-78,20,16.04
114397,19/1/2021,Jan-21,3403434,5002915-15,21002514,30,964805-05,20,15.94
114398,19/1/2021,Jan-21,3403434,5002915-15,21002514,31,964806-06,20,15.94
114399,19/1/2021,Jan-21,3403434,5002915-15,21002514,32,964765-65,20,19.87
114400,19/1/2021,Jan-21,3403434,5002915-15,21002514,33,802797-97,20,18.46
114401,19/1/2021,Jan-21,3403434,5002915-15,21002514,34,802798-98,20,18.46
114402,19/1/2021,Jan-21,3403434,5002915-15,21002514,35,964764-64,20,19.87
114403,19/1/2021,Jan-21,3403434,5002915-15,21002514,36,943453-53,40,50.84
114404,19/1/2021,Jan-21,3403434,5002915-15,21002514,37,949875-75,20,15.94
114405,19/1/2021,Jan-21,3403434,5002915-15,21002514,38,8308611-11,20,12.81
114406,19/1/2021,Jan-21,3403434,5002915-15,21002514,39,8308581-81,20,12.81
114407,19/1/2021,Jan-21,3403434,5002915-15,21002514,40,918526-26,20,12.81
114408,19/1/2021,Jan-21,3403434,5002915-15,21002514,41,918527-27,20,12.81
114409,19/1/2021,Jan-21,3403434,5002915-15,21002514,42,8308591-91,60,38.44
114410,19/1/2021,Jan-21,3403434,5002915-15,21002514,43,8308601-01,60,38.44
114411,19/1/2021,Jan-21,3403434,5002915-15,21002514,44,8308621-21,20,12.81
114412,19/1/2021,Jan-21,3403434,5002915-15,21002514,45,830864-64,40,58.51
114413,19/1/2021,Jan-21,3403434,5002915-15,21002514,46,872726-26,40,25.62
114414,19/1/2021,Jan-21,3403434,5002915-15,21002514,47,872725-25,30,19.22
114415,19/1/2021,Jan-21,3403434,5002915-15,21002514,48,872721-21,40,25.62
114416,19/1/2021,Jan-21,3403434,5002915-15,21002514,49,919261-61,20,6.36
114417,19/1/2021,Jan-21,3403434,5002915-15,21002514,50,861130-30,25,13.75
114418,19/1/2021,Jan-21,3403434,5002915-15,21002514,51,921216-16,25,39.75
114419,19/1/2021,Jan-21,3403434,5002915-15,21002514,52,892273-73,25,26.73
114420,19/1/2021,Jan-21,3403434,5002915-15,21002514,53,8206444-44,20,16.85
114421,19/1/2021,Jan-21,3403434,5002915-15,21002514,54,892279-79,20,31.17
114422,19/1/2021,Jan-21,3403434,5002915-15,21002514,55,892278-78,20,31.17
114423,19/1/2021,Jan-21,3403434,5002915-15,21002514,56,812105-05,6,18.01
114424,19/1/2021,Jan-21,3403434,5002915-15,21002514,57,9581661-61,12,26.87
114425,19/1/2021,Jan-21,3403434,5002915-15,21002514,58,905470-70,25,27.49
114426,19/1/2021,Jan-21,3403434,5002915-15,21002514,59,875593-93,25,43.5
114427,19/1/2021,Jan-21,3403434,5002915-15,21002514,60,8803251-51,25,45.9
114428,19/1/2021,Jan-21,3403434,5002915-15,21002514,61,8755731-31,25,45.9
114429,19/1/2021,Jan-21,3403434,5002915-15,21002514,62,8803232-32,25,19.92
114430,19/1/2021,Jan-21,3403434,5002915-15,21002514,63,8803271-71,25,12.74
114431,19/1/2021,Jan-21,3403434,5002915-15,21002514,64,8755761-61,25,12.74
114432,19/1/2021,Jan-21,3403434,5002915-15,21002514,65,8755921-21,50,20.68
114433,19/1/2021,Jan-21,3403434,5002915-15,21002514,66,964859-59,40,50.03
114434,19/1/2021,Jan-21,3403434,5002915-15,21002514,67,888695-95,25,31.4
115944,19/1/2021,Jan-21,3403434,5397843-43,21002928,1,8871561-61,350,458.85
115945,19/1/2021,Jan-21,3403434,5397843-43,21002928,2,888695-95,300,547.2
115946,19/1/2021,Jan-21,3403434,5397843-43,21002928,3,83256610-10,288,305.74
115947,19/1/2021,Jan-21,3403434,5397843-43,21002928,4,875708-08,150,225.51
115948,19/1/2021,Jan-21,3403434,5397843-43,21002928,5,942082-82,20,39.19
115949,19/1/2021,Jan-21,3403434,5397843-43,21002928,6,893133-33,80,137.37
115950,19/1/2021,Jan-21,3403434,5397843-43,21002928,7,888751-51,48,56.09
115951,19/1/2021,Jan-21,3403434,5397843-43,21002928,8,875586-86,400,632.68
115952,19/1/2021,Jan-21,3403434,5397843-43,21002928,9,8755921-21,25,14.96
115953,19/1/2021,Jan-21,3403434,5397843-43,21002928,10,8571482-82,80,230.28
115954,19/1/2021,Jan-21,3403434,5397843-43,21002928,11,8902764-64,50,23.16
115955,19/1/2021,Jan-21,3403434,5397843-43,21002928,12,897001-01,50,93.34
115956,19/1/2021,Jan-21,3403434,5397843-43,21002928,13,824755-55,40,41.32
115957,19/1/2021,Jan-21,3403434,5397843-43,21002928,14,8308601-01,400,373.36
115958,19/1/2021,Jan-21,3403434,5397843-43,21002928,15,802077-77,200,285
115959,19/1/2021,Jan-21,3403434,5397843-43,21002928,16,8128704-04,300,429.63
115960,19/1/2021,Jan-21,3403434,5397843-43,21002928,17,8022921-21,130,188.96
115961,19/1/2021,Jan-21,3403434,5397843-43,21002928,18,8308621-21,100,93.34
128658,20/1/2021,Jan-21,3403434,5029913-13,21002923,1,802052-52,1200,1198.92
128659,20/1/2021,Jan-21,3403434,5029913-13,21002923,2,802054-54,1200,1198.92
128660,20/1/2021,Jan-21,3403434,5029913-13,21002923,3,802063-63,560,439.1
128661,20/1/2021,Jan-21,3403434,5029913-13,21002923,4,8128741-41,1680,3994.37
128662,20/1/2021,Jan-21,3403434,5029913-13,21002923,5,875586-86,700,938.42
128663,20/1/2021,Jan-21,3403434,5029913-13,21002923,6,802078-78,400,483.12
128664,20/1/2021,Jan-21,3403434,5029913-13,21002923,7,802077-77,1280,1545.98
128665,20/1/2021,Jan-21,3403434,5029913-13,21002923,8,8803271-71,700,447.02
128666,20/1/2021,Jan-21,3403434,5029913-13,21002923,9,875710-10,700,553.28
128667,20/1/2021,Jan-21,3403434,5029913-13,21002923,10,892273-73,700,938.42
128668,20/1/2021,Jan-21,3403434,5029913-13,21002923,11,893133-33,380,564.68
128669,20/1/2021,Jan-21,3403434,5029913-13,21002923,12,902126-26,560,903
128670,20/1/2021,Jan-21,3403434,5029913-13,21002923,13,905470-70,775,1068.34
128671,20/1/2021,Jan-21,3403434,5029913-13,21002923,13,905470-70,225,310.16
128672,20/1/2021,Jan-21,3403434,5029913-13,21002923,14,927818-18,1200,3816.84
128673,20/1/2021,Jan-21,3403434,5029913-13,21002923,15,935588-88,560,1579.31
128674,20/1/2021,Jan-21,3403434,5029913-13,21002923,16,942103-03,560,1172.14
128675,20/1/2021,Jan-21,3403434,5029913-13,21002923,17,964787-87,560,506.41
128676,20/1/2021,Jan-21,3403434,5029913-13,21002923,18,964859-59,760,1191.83
128677,20/1/2021,Jan-21,3403434,5029913-13,21002923,19,9672961-61,800,1547.92
128678,20/1/2021,Jan-21,3403434,5029913-13,21002923,20,8871561-61,840,956.09
128679,20/1/2021,Jan-21,3403434,5029913-13,21002923,21,8022932-32,840,2076.9
128680,20/1/2021,Jan-21,3403434,5029913-13,21002923,22,8479004-04,560,1165.02
128681,20/1/2021,Jan-21,3403434,5029913-13,21002923,23,841360-60,216,305.94
128682,20/1/2021,Jan-21,3403434,5029913-13,21002923,24,920293-93,375,754.05
128683,20/1/2021,Jan-21,3403434,5029913-13,21002923,25,937508-08,520,1538.89
128684,20/1/2021,Jan-21,3403434,5029913-13,21002923,26,888681-81,336,792.49
128685,20/1/2021,Jan-21,3403434,5029913-13,21002923,27,8755831-31,500,1707.35
128976,20/1/2021,Jan-21,3403434,5006517-17,21002317,1,952530-30,200,363.28
128977,20/1/2021,Jan-21,3403434,5006517-17,21002317,2,866370-70,120,156.83
128978,20/1/2021,Jan-21,3403434,5006517-17,21002317,3,862286-86,120,109.34
128979,20/1/2021,Jan-21,3403434,5006517-17,21002317,4,952494-94,48,90.36
131439,20/1/2021,Jan-21,3403434,5340669-69,21000019,1,8805374-74,6480,4795.2
131440,20/1/2021,Jan-21,3403434,5340669-69,21000019,2,896996-96,5250,5670
183612,26/1/2021,Jan-21,3403434,5029913-13,21003871,1,918777-77,1440,2283.12
183613,26/1/2021,Jan-21,3403434,5029913-13,21003871,2,950359-59,900,1368.09
183614,26/1/2021,Jan-21,3403434,5029913-13,21003871,3,830622-22,1800,2640.06
197241,27/1/2021,Jan-21,3403434,5340672-72,21000117,1,8949591-91,6000,2940
197242,27/1/2021,Jan-21,3403434,5340672-72,21000117,2,952547-47,3600,2772
207977,28/1/2021,Jan-21,3403434,5029913-13,21004423,1,802052-52,1200,1198.92
207978,28/1/2021,Jan-21,3403434,5029913-13,21004423,2,802051-51,1200,1198.92
207979,28/1/2021,Jan-21,3403434,5029913-13,21004423,3,802054-54,1200,1198.92
207980,28/1/2021,Jan-21,3403434,5029913-13,21004423,4,802063-63,1120,878.19
207981,28/1/2021,Jan-21,3403434,5029913-13,21004423,5,8128741-41,2240,5325.82
207982,28/1/2021,Jan-21,3403434,5029913-13,21004423,6,880410-10,700,938.42
207983,28/1/2021,Jan-21,3403434,5029913-13,21004423,7,875586-86,700,938.42
207984,28/1/2021,Jan-21,3403434,5029913-13,21004423,8,8757151-51,250,746.18
207985,28/1/2021,Jan-21,3403434,5029913-13,21004423,9,875593-93,950,2072.52
207986,28/1/2021,Jan-21,3403434,5029913-13,21004423,10,802078-78,180,217.4
207987,28/1/2021,Jan-21,3403434,5029913-13,21004423,11,802064-64,120,94.09
207988,28/1/2021,Jan-21,3403434,5029913-13,21004423,11,802064-64,1000,784.1
207989,28/1/2021,Jan-21,3403434,5029913-13,21004423,12,802077-77,1280,1545.98
207990,28/1/2021,Jan-21,3403434,5029913-13,21004423,13,8803271-71,700,447.02
207991,28/1/2021,Jan-21,3403434,5029913-13,21004423,14,880409-09,1200,1813.56
207992,28/1/2021,Jan-21,3403434,5029913-13,21004423,15,9202962-62,375,931.91
207993,28/1/2021,Jan-21,3403434,5029913-13,21004423,16,8871292-92,1120,1806
207994,28/1/2021,Jan-21,3403434,5029913-13,21004423,17,893133-33,380,564.68
207995,28/1/2021,Jan-21,3403434,5029913-13,21004423,18,895956-56,560,725.93
207996,28/1/2021,Jan-21,3403434,5029913-13,21004423,19,897785-85,560,676.37
207997,28/1/2021,Jan-21,3403434,5029913-13,21004423,20,902126-26,1120,1806
207998,28/1/2021,Jan-21,3403434,5029913-13,21004423,21,905470-70,500,689.25
207999,28/1/2021,Jan-21,3403434,5029913-13,21004423,22,927818-18,1200,3816.84
208000,28/1/2021,Jan-21,3403434,5029913-13,21004423,23,935588-88,560,1579.31
208001,28/1/2021,Jan-21,3403434,5029913-13,21004423,24,964787-87,1060,958.56
208002,28/1/2021,Jan-21,3403434,5029913-13,21004423,25,964809-09,300,546.33
208003,28/1/2021,Jan-21,3403434,5029913-13,21004423,26,964859-59,380,595.92
208004,28/1/2021,Jan-21,3403434,5029913-13,21004423,27,9672961-61,400,773.96
208005,28/1/2021,Jan-21,3403434,5029913-13,21004423,28,992668-68,650,1315.28
208006,28/1/2021,Jan-21,3403434,5029913-13,21004423,28,992668-68,750,1517.63
208007,28/1/2021,Jan-21,3403434,5029913-13,21004423,30,8871561-61,1120,1274.78
208008,28/1/2021,Jan-21,3403434,5029913-13,21004423,31,8022932-32,1120,2769.2
208009,28/1/2021,Jan-21,3403434,5029913-13,21004423,32,896049-49,150,557.73
208010,28/1/2021,Jan-21,3403434,5029913-13,21004423,33,8479004-04,560,1165.02
208011,28/1/2021,Jan-21,3403434,5029913-13,21004423,34,841360-60,216,305.94
208012,28/1/2021,Jan-21,3403434,5029913-13,21004423,35,8902742-42,375,324.86
208013,28/1/2021,Jan-21,3403434,5029913-13,21004423,36,937508-08,260,769.44
208014,28/1/2021,Jan-21,3403434,5029913-13,21004423,37,8571482-82,520,1295.53
208566,28/1/2021,Jan-21,3403434,5003451-51,21004566,1,802051-51,60,47.81
208567,28/1/2021,Jan-21,3403434,5003451-51,21004566,2,802052-52,40,31.88
208568,28/1/2021,Jan-21,3403434,5003451-51,21004566,3,802054-54,60,47.81
208569,28/1/2021,Jan-21,3403434,5003451-51,21004566,4,830864-64,40,58.51
208570,28/1/2021,Jan-21,3403434,5003451-51,21004566,5,830863-63,40,58.51
208571,28/1/2021,Jan-21,3403434,5003451-51,21004566,6,830865-65,40,58.51
208572,28/1/2021,Jan-21,3403434,5003451-51,21004566,8,937555-55,20,15.94
208573,28/1/2021,Jan-21,3403434,5003451-51,21004566,9,802797-97,20,18.46
208574,28/1/2021,Jan-21,3403434,5003451-51,21004566,10,872726-26,10,6.41
208575,28/1/2021,Jan-21,3403434,5003451-51,21004566,11,872721-21,10,6.41
208576,28/1/2021,Jan-21,3403434,5003451-51,21004566,12,872725-25,20,12.81
208577,28/1/2021,Jan-21,3403434,5003451-51,21004566,13,872723-23,20,29.25
208578,28/1/2021,Jan-21,3403434,5003451-51,21004566,14,802063-63,20,12.51
208579,28/1/2021,Jan-21,3403434,5003451-51,21004566,15,802064-64,20,12.51
208580,28/1/2021,Jan-21,3403434,5003451-51,21004566,16,802077-77,80,73.22
208581,28/1/2021,Jan-21,3403434,5003451-51,21004566,17,802078-78,20,18.3
208582,28/1/2021,Jan-21,3403434,5003451-51,21004566,18,935588-88,20,44.99
208583,28/1/2021,Jan-21,3403434,5003451-51,21004566,19,902126-26,40,51.45
208584,28/1/2021,Jan-21,3403434,5003451-51,21004566,20,950639-39,40,102.89
208585,28/1/2021,Jan-21,3403434,5003451-51,21004566,21,942103-03,20,33.39
208586,28/1/2021,Jan-21,3403434,5003451-51,21004566,22,887776-76,20,19.27
208587,28/1/2021,Jan-21,3403434,5003451-51,21004566,23,895956-56,20,20.68
208588,28/1/2021,Jan-21,3403434,5003451-51,21004566,24,8871292-92,60,77.17
208589,28/1/2021,Jan-21,3403434,5003451-51,21004566,25,8922912-12,20,25.72
208590,28/1/2021,Jan-21,3403434,5003451-51,21004566,26,9649051-51,20,25.72
208591,28/1/2021,Jan-21,3403434,5003451-51,21004566,28,9672961-61,40,61.74
208592,28/1/2021,Jan-21,3403434,5003451-51,21004566,30,8479004-04,20,33.19
208593,28/1/2021,Jan-21,3403434,5003451-51,21004566,31,897001-01,25,32.28
208594,28/1/2021,Jan-21,3403434,5003451-51,21004566,32,875586-86,25,26.73
208595,28/1/2021,Jan-21,3403434,5003451-51,21004566,33,921215-15,25,39.75
208596,28/1/2021,Jan-21,3403434,5003451-51,21004566,34,921216-16,50,79.49
208597,28/1/2021,Jan-21,3403434,5003451-51,21004566,35,892273-73,25,26.73
208598,28/1/2021,Jan-21,3403434,5003451-51,21004566,36,8206444-44,20,16.85
208599,28/1/2021,Jan-21,3403434,5003451-51,21004566,37,875582-82,25,19.17
208600,28/1/2021,Jan-21,3403434,5003451-51,21004566,38,8902764-64,25,7.95
208601,28/1/2021,Jan-21,3403434,5003451-51,21004566,39,8902742-42,75,51.83
208602,28/1/2021,Jan-21,3403434,5003451-51,21004566,40,8902753-53,25,13.24
208603,28/1/2021,Jan-21,3403434,5003451-51,21004566,41,8902772-72,25,22.95
208604,28/1/2021,Jan-21,3403434,5003451-51,21004566,42,861128-28,25,13.75
208605,28/1/2021,Jan-21,3403434,5003451-51,21004566,43,861126-26,25,13.75
208606,28/1/2021,Jan-21,3403434,5003451-51,21004566,44,861133-33,25,13.75
208607,28/1/2021,Jan-21,3403434,5003451-51,21004566,45,861127-27,25,13.75
208608,28/1/2021,Jan-21,3403434,5003451-51,21004566,46,9245611-11,20,21.28
208609,28/1/2021,Jan-21,3403434,5003451-51,21004566,47,8755921-21,25,10.34
208610,28/1/2021,Jan-21,3403434,5003451-51,21004566,48,933872-72,10,12.71
208611,28/1/2021,Jan-21,3403434,5003451-51,21004566,51,893133-33,40,47.41
208612,28/1/2021,Jan-21,3403434,5003451-51,21004566,52,824755-55,20,14.32
208613,28/1/2021,Jan-21,3403434,5003451-51,21004566,53,951344-44,20,29.76
208614,28/1/2021,Jan-21,3403434,5003451-51,21004566,54,964859-59,20,25.02
208615,28/1/2021,Jan-21,3403434,5003451-51,21004566,55,875709-09,50,31.53
208616,28/1/2021,Jan-21,3403434,5003451-51,21004566,56,875710-10,25,15.76
208617,28/1/2021,Jan-21,3403434,5003451-51,21004566,57,905470-70,50,54.98
208618,28/1/2021,Jan-21,3403434,5003451-51,21004566,58,875711-11,50,54.98
208619,28/1/2021,Jan-21,3403434,5003451-51,21004566,59,1199005728-28,12,20.46
208620,28/1/2021,Jan-21,3403434,5003451-51,21004566,60,875708-08,25,25.85
208621,28/1/2021,Jan-21,3403434,5003451-51,21004566,61,875577-77,25,12.11
208622,28/1/2021,Jan-21,3403434,5003451-51,21004566,62,905471-71,25,43.5
208623,28/1/2021,Jan-21,3403434,5003451-51,21004566,63,875593-93,25,43.5
208624,28/1/2021,Jan-21,3403434,5003451-51,21004566,64,9581661-61,12,26.87
208625,28/1/2021,Jan-21,3403434,5003451-51,21004566,65,905456-56,20,29.46
208626,28/1/2021,Jan-21,3403434,5003451-51,21004566,66,841360-60,48,54.23
208627,28/1/2021,Jan-21,3403434,5003451-51,21004566,67,841362-62,24,30.5
208628,28/1/2021,Jan-21,3403434,5003451-51,21004566,68,8128704-04,40,38.94
208629,28/1/2021,Jan-21,3403434,5003451-51,21004566,69,8128741-41,40,75.86
208630,28/1/2021,Jan-21,3403434,5003451-51,21004566,70,924593-93,2,227.57
208631,28/1/2021,Jan-21,3403434,5003451-51,21004566,72,8695976-76,20,41.36
208632,28/1/2021,Jan-21,3403434,5003451-51,21004566,73,8705001-01,40,44.79
208633,28/1/2021,Jan-21,3403434,5003451-51,21004566,74,8794311-11,20,43.88
208634,28/1/2021,Jan-21,3403434,5003451-51,21004566,75,900338-38,30,34.2
208635,28/1/2021,Jan-21,3403434,5003451-51,21004566,76,8022921-21,60,60.22
208636,28/1/2021,Jan-21,3403434,5003451-51,21004566,77,8022932-32,80,157.77
208637,28/1/2021,Jan-21,3403434,5003451-51,21004566,78,8481511-11,30,24.51
208638,28/1/2021,Jan-21,3403434,5003451-51,21004566,79,8871561-61,20,18.16
208639,28/1/2021,Jan-21,3403434,5003451-51,21004566,80,8871631-31,10,17.2
208640,28/1/2021,Jan-21,3403434,5003451-51,21004566,81,9126352-52,20,34.4
208641,28/1/2021,Jan-21,3403434,5003451-51,21004566,82,918470-70,10,6.56
208642,28/1/2021,Jan-21,3403434,5003451-51,21004566,83,920293-93,25,40.1
208643,28/1/2021,Jan-21,3403434,5003451-51,21004566,84,937508-08,26,61.37
208644,28/1/2021,Jan-21,3403434,5003451-51,21004566,85,841800-00,25,78.68
208645,28/1/2021,Jan-21,3403434,5003451-51,21004566,86,888695-95,25,31.4
208646,28/1/2021,Jan-21,3403434,5003451-51,21004566,87,8297356-56,12,21.24
